text,disease
feeling tired weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
feeling tired mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
low energy mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
feeling tired mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
throwing up low energy anxiety sweating pain in head feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
feeling like vomiting fatigue anxiety sweating pain in head nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
feeling like vomiting fatigue anxiety sweating pain in head feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
vomiting weakness anxiety sweating heavy head uneasy stomach blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
vomiting head pain feeling sick spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting pain in head feeling sick spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting head pain feeling sick spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
throwing up head pain nausea spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
stomach pain acidity ulcers on tongue throwing up cough pressure in chest,GERD
stomach pain acidity ulcers on tongue vomiting cough pain in chest,GERD
stomach pain acidity ulcers on tongue vomiting cough pain in chest,GERD
stomach pain acidity ulcers on tongue vomiting cough pain in chest,GERD
itching vomiting yellowish skin feeling sick loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching feeling like vomiting yellowish skin feeling sick loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching throwing up yellowish skin feeling sick loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching throwing up yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
feeling like vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
feeling like vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
muscle wasting patches in throat high fever extra marital contacts,AIDS
muscle wasting patches in throat high fever extra marital contacts,AIDS
muscle wasting patches in throat high fever extra marital contacts,AIDS
muscle wasting patches in throat high fever extra marital contacts,AIDS
weakness weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
low energy weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
weakness weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
throwing up sunken eyes dehydration diarrhoea,Gastroenteritis
vomiting sunken eyes dehydration diarrhoea,Gastroenteritis
feeling like vomiting sunken eyes dehydration diarrhoea,Gastroenteritis
vomiting sunken eyes dehydration diarrhoea,Gastroenteritis
low energy cough high fever cannot breathe properly family history mucoid sputum,Bronchial Asthma
weakness cough high fever difficulty breathing family history mucoid sputum,Bronchial Asthma
feeling tired cough high fever difficulty breathing family history mucoid sputum,Bronchial Asthma
fatigue cough high fever shortness of breath family history mucoid sputum,Bronchial Asthma
pain in head pressure in chest dizziness loss of balance lack of concentration,Hypertension 
pain in head tightness in chest dizziness loss of balance lack of concentration,Hypertension 
heavy head chest pain dizziness loss of balance lack of concentration,Hypertension 
pain in head chest pain dizziness loss of balance lack of concentration,Hypertension 
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion heavy head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
throwing up head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting pain in head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting headache weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting pain in head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
itching throwing up weakness weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
itching throwing up weakness weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
itching feeling like vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
itching vomiting low energy weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
chills throwing up high fever sweating head pain nausea diarrhoea muscle pain,Malaria
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,Malaria
chills throwing up high fever sweating heavy head feeling sick diarrhoea muscle pain,Malaria
chills feeling like vomiting high fever sweating headache nausea diarrhoea muscle pain,Malaria
itching skin rash feeling tired lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
itching skin rash feeling tired lethargy high fever heavy head loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
itching skin rash fatigue lethargy high fever head pain loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
itching skin rash fatigue lethargy high fever heavy head loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
skin rash chills joint pain feeling like vomiting low energy high fever pain in head nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
skin rash chills joint pain feeling like vomiting feeling tired high fever pain in head feeling sick loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
skin rash chills joint pain vomiting feeling tired high fever headache feeling sick loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
skin rash chills joint pain throwing up low energy high fever pain in head nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
chills feeling like vomiting low energy high fever pain in head uneasy stomach constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
chills vomiting low energy high fever head pain feeling sick constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
chills throwing up low energy high fever head pain feeling sick constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
chills throwing up fatigue high fever head pain feeling sick constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
joint pain throwing up yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
joint pain throwing up yellowish skin dark urine feeling sick loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
joint pain vomiting yellowish skin dark urine uneasy stomach loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
joint pain vomiting yellowish skin dark urine feeling sick loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
itching weakness lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
itching feeling tired lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
weakness yellowish skin nausea loss of appetite yellowing of eyes family history,Hepatitis C
low energy yellowish skin feeling sick loss of appetite yellowing of eyes family history,Hepatitis C
weakness yellowish skin feeling sick loss of appetite yellowing of eyes family history,Hepatitis C
low energy yellowish skin nausea loss of appetite yellowing of eyes family history,Hepatitis C
joint pain throwing up low energy yellowish skin dark urine uneasy stomach loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain feeling like vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain feeling like vomiting feeling tired yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain throwing up low energy yellowish skin dark urine feeling sick loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain feeling like vomiting weakness high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
joint pain feeling like vomiting weakness high fever yellowish skin dark urine uneasy stomach loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
joint pain feeling like vomiting low energy high fever yellowish skin dark urine feeling sick loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
joint pain feeling like vomiting low energy high fever yellowish skin dark urine feeling sick loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
throwing up yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
feeling like vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
feeling like vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
chills feeling like vomiting fatigue weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills vomiting fatigue weight loss cough high fever cannot breathe properly sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills throwing up low energy weight loss cough high fever difficulty breathing sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm pain in chest blood in sputum,Tuberculosis
chills vomiting low energy weight loss cough high fever shortness of breath sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm tightness in chest blood in sputum,Tuberculosis
continuous sneezing chills fatigue cough high fever heavy head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills low energy cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
chills low energy cough high fever cannot breathe properly sweating malaise phlegm pressure in chest fast heart rate rusty sputum,Pneumonia
chills feeling tired cough high fever shortness of breath sweating malaise phlegm chest pain fast heart rate rusty sputum,Pneumonia
chills low energy cough high fever difficulty breathing sweating malaise phlegm pain in chest fast heart rate rusty sputum,Pneumonia
chills weakness cough high fever breathing problem sweating malaise phlegm tightness in chest fast heart rate rusty sputum,Pneumonia
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,Dimorphic hemmorhoids(piles)
feeling like vomiting shortness of breath sweating heart pain,Heart attack
throwing up shortness of breath sweating heart pain,Heart attack
vomiting difficulty breathing sweating tightness in chest,Heart attack
throwing up difficulty breathing sweating pressure in chest,Heart attack
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
low energy cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
low energy cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,Varicose veins
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
feeling tired weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
weakness weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,Hypothyroidism
weakness mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
feeling tired mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,Hyperthyroidism
feeling like vomiting weakness anxiety sweating heavy head feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
feeling like vomiting fatigue anxiety sweating head pain feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
throwing up feeling tired anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
vomiting weakness anxiety sweating head pain feeling sick blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,Hypoglycemia
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,Osteoarthristis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
muscle weakness stiff neck swelling joints movement stiffness painful walking,Arthritis
feeling like vomiting headache nausea spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
throwing up pain in head nausea spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
throwing up heavy head nausea spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
feeling like vomiting headache uneasy stomach spinning movements loss of balance unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
skin rash pus filled pimples blackheads scurring,Acne
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,Urinary tract infection
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,Psoriasis
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
skin rash high fever blister red sore around nose yellow crust ooze,Impetigo
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
itching skin rash nodal skin eruptions dischromic  patches,Fungal infection
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
continuous sneezing shivering chills watering from eyes,Allergy
stomach pain acidity ulcers on tongue vomiting cough chest pain,GERD
stomach pain acidity ulcers on tongue vomiting cough heart pain,GERD
stomach pain acidity ulcers on tongue feeling like vomiting cough pressure in chest,GERD
stomach pain acidity ulcers on tongue feeling like vomiting cough chest pain,GERD
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching feeling like vomiting yellowish skin feeling sick loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching throwing up yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching feeling like vomiting yellowish skin feeling sick loss of appetite abdominal pain yellowing of eyes,Chronic cholestasis
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
itching skin rash stomach pain burning micturition spotting  urination,Drug Reaction
feeling like vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
feeling like vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,Peptic ulcer diseae
muscle wasting patches in throat high fever extra marital contacts,AIDS
muscle wasting patches in throat high fever extra marital contacts,AIDS
muscle wasting patches in throat high fever extra marital contacts,AIDS
muscle wasting patches in throat high fever extra marital contacts,AIDS
weakness weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
low energy weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,Diabetes 
feeling like vomiting sunken eyes dehydration diarrhoea,Gastroenteritis
feeling like vomiting sunken eyes dehydration diarrhoea,Gastroenteritis
throwing up sunken eyes dehydration diarrhoea,Gastroenteritis
feeling like vomiting sunken eyes dehydration diarrhoea,Gastroenteritis
fatigue cough high fever cannot breathe properly family history mucoid sputum,Bronchial Asthma
feeling tired cough high fever breathing problem family history mucoid sputum,Bronchial Asthma
fatigue cough high fever cannot breathe properly family history mucoid sputum,Bronchial Asthma
weakness cough high fever breathing problem family history mucoid sputum,Bronchial Asthma
head pain tightness in chest dizziness loss of balance lack of concentration,Hypertension 
head pain pressure in chest dizziness loss of balance lack of concentration,Hypertension 
pain in head pain in chest dizziness loss of balance lack of concentration,Hypertension 
pain in head pain in chest dizziness loss of balance lack of concentration,Hypertension 
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion heavy head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
vomiting headache weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
vomiting head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
throwing up head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting pain in head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
itching throwing up fatigue weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
itching throwing up low energy weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
itching throwing up low energy weight loss high fever yellowish skin dark urine abdominal pain,Jaundice
chills feeling like vomiting high fever sweating headache feeling sick diarrhoea muscle pain,Malaria
chills vomiting high fever sweating pain in head uneasy stomach diarrhoea muscle pain,Malaria
chills throwing up high fever sweating head pain nausea diarrhoea muscle pain,Malaria
chills vomiting high fever sweating heavy head feeling sick diarrhoea muscle pain,Malaria
itching skin rash low energy lethargy high fever head pain loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
itching skin rash fatigue lethargy high fever head pain loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
itching skin rash fatigue lethargy high fever head pain loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
itching skin rash weakness lethargy high fever heavy head loss of appetite mild fever swelled lymph nodes malaise red spots over body,Chicken pox
skin rash chills joint pain vomiting feeling tired high fever head pain uneasy stomach loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
skin rash chills joint pain vomiting low energy high fever pain in head nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
skin rash chills joint pain vomiting fatigue high fever heavy head nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
skin rash chills joint pain vomiting low energy high fever pain in head uneasy stomach loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,Dengue
chills vomiting fatigue high fever pain in head uneasy stomach constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
chills feeling like vomiting low energy high fever pain in head uneasy stomach constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
chills feeling like vomiting fatigue high fever heavy head feeling sick constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
chills throwing up weakness high fever headache uneasy stomach constipation abdominal pain diarrhoea toxic look (typhos) belly pain,Typhoid
joint pain feeling like vomiting yellowish skin dark urine uneasy stomach loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
joint pain feeling like vomiting yellowish skin dark urine feeling sick loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
joint pain throwing up yellowish skin dark urine uneasy stomach loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
joint pain throwing up yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis A
itching weakness lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
itching feeling tired lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
itching low energy lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,Hepatitis B
fatigue yellowish skin feeling sick loss of appetite yellowing of eyes family history,Hepatitis C
fatigue yellowish skin feeling sick loss of appetite yellowing of eyes family history,Hepatitis C
weakness yellowish skin uneasy stomach loss of appetite yellowing of eyes family history,Hepatitis C
fatigue yellowish skin uneasy stomach loss of appetite yellowing of eyes family history,Hepatitis C
joint pain vomiting feeling tired yellowish skin dark urine uneasy stomach loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain throwing up low energy yellowish skin dark urine uneasy stomach loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain throwing up low energy yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,Hepatitis D
joint pain vomiting weakness high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
joint pain throwing up feeling tired high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
joint pain feeling like vomiting low energy high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
joint pain vomiting feeling tired high fever yellowish skin dark urine feeling sick loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,Hepatitis E
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
throwing up yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
feeling like vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,Alcoholic hepatitis
